id,area_sqft,bedrooms,bathrooms,locations,year_built,garage,price
421,1360.0,2.0,2.0,Bhaktapur,2017,0.0,20636547
422,1360.0,2.0,3.0,Lalitpur,2009,2.0,22743293
423,1360.0,3.0,3.0,Bhaktapur,2013,1.0,15913318
424,1360.0,2.0,4.0,Kathmandu,2021,1.0,33518502
425,1360.0,1.0,1.0,Kathmandu,2025,0.0,28355185
426,1360.0,5.0,1.0,Lalitpur,2023,2.0,23487010
427,1360.0,5.0,2.0,Kathmandu,2025,1.0,39100823
428,1360.0,4.0,4.0,Kathmandu,1991,0.0,22651832
429,1360.0,2.0,1.0,Kathmandu,2004,2.0,21135784
430,1360.0,1.0,4.0,Bhaktapur,2023,1.0,21416757
431,1360.0,4.0,1.0,Bhaktapur,2025,1.0,37804333
432,1360.0,3.0,3.0,Kathmandu,1995,2.0,13651387
433,1360.0,4.0,1.0,Lalitpur,2001,2.0,37270507
434,1360.0,4.0,4.0,Bhaktapur,1992,2.0,20916027
435,1360.0,2.0,3.0,Lalitpur,2007,2.0,11711672
436,1360.0,3.0,3.0,Kathmandu,2010,0.0,15905950
437,1360.0,4.0,3.0,,2004,2.0,13212883
438,1360.0,1.0,4.0,Bhaktapur,2022,1.0,13028631
439,1360.0,1.0,2.0,Kathmandu,2024,1.0,24218200
440,1360.0,5.0,2.0,Bhaktapur,2015,0.0,24987811
441,1360.0,3.0,2.0,Kathmandu,1997,1.0,34009428
442,1360.0,3.0,4.0,Kathmandu,2025,1.0,37736989
443,1360.0,5.0,3.0,Bhaktapur,2019,2.0,16423959
444,1360.0,4.0,2.0,Bhaktapur,2012,1.0,20167147
445,1360.0,3.0,4.0,Bhaktapur,2003,0.0,33761513
446,1360.0,1.0,2.0,Kathmandu,2003,2.0,14024733
447,1360.0,1.0,1.0,Kathmandu,1991,2.0,31636437
448,1360.0,2.0,2.0,Lalitpur,1994,0.0,26721115
449,1360.0,3.0,2.0,Bhaktapur,2003,2.0,19802630
450,1360.0,4.0,3.0,Kathmandu,2014,2.0,30578466
451,1360.0,5.0,4.0,Kathmandu,2009,0.0,19340854
452,1360.0,5.0,3.0,Bhaktapur,1991,2.0,10019675
453,1360.0,4.0,3.0,Lalitpur,1995,0.0,35239821
454,1360.0,2.0,3.0,Bhaktapur,2006,0.0,36133385
455,1360.0,5.0,3.0,Lalitpur,2014,1.0,37164495
456,1360.0,3.0,3.0,Kathmandu,2017,1.0,27264015
457,1360.0,2.0,2.0,Lalitpur,1991,2.0,16810805
458,1360.0,3.0,3.0,Kathmandu,2024,2.0,29015273
459,1360.0,1.0,3.0,Bhaktapur,1994,0.0,14464344
460,1360.0,2.0,4.0,Bhaktapur,1990,2.0,24057676
461,1360.0,5.0,1.0,Bhaktapur,2001,0.0,20797637
462,1360.0,2.0,2.0,Lalitpur,2025,0.0,22310059
463,1360.0,2.0,2.0,Kathmandu,2012,2.0,10566088
464,1360.0,2.0,2.0,Bhaktapur,2020,0.0,23727532
465,1360.0,2.0,3.0,Bhaktapur,2000,1.0,16558947
466,1360.0,3.0,3.0,Kathmandu,1999,2.0,20151607
467,1360.0,1.0,3.0,Bhaktapur,1992,1.0,10658003
468,1360.0,4.0,4.0,Kathmandu,2003,2.0,20788689
469,1360.0,2.0,1.0,Kathmandu,2005,0.0,10805113
470,1360.0,5.0,3.0,Kathmandu,1999,2.0,37628984
471,1360.0,2.0,1.0,Kathmandu,2018,1.0,19322004
472,1360.0,5.0,4.0,Kathmandu,1999,0.0,15028035
473,1360.0,3.0,2.0,Lalitpur,2001,2.0,21551409
474,1360.0,5.0,3.0,Bhaktapur,2019,2.0,30811680
475,1360.0,4.0,1.0,Lalitpur,1990,2.0,36769370
476,1360.0,1.0,1.0,Bhaktapur,1994,1.0,25433222
477,1360.0,5.0,3.0,Lalitpur,2009,1.0,12092101
478,1360.0,5.0,2.0,Kathmandu,1997,2.0,15995134
479,1360.0,1.0,2.0,Bhaktapur,2001,0.0,20347918
480,1360.0,4.0,2.0,Bhaktapur,1990,0.0,36621905
481,1360.0,2.0,4.0,Lalitpur,2009,1.0,35281183
482,,5.0,1.0,Lalitpur,2017,0.0,16208714
483,1360.0,1.0,1.0,Bhaktapur,2001,1.0,20552467
484,1360.0,3.0,1.0,Lalitpur,2017,2.0,22834263
485,1360.0,1.0,4.0,Lalitpur,2004,,33539342
486,1360.0,3.0,1.0,Lalitpur,1995,1.0,22124052
487,1360.0,4.0,4.0,Kathmandu,2009,2.0,33119273
488,1360.0,2.0,2.0,Kathmandu,2003,0.0,30318699
489,1360.0,1.0,3.0,Lalitpur,1991,1.0,37758455
490,1360.0,5.0,1.0,Lalitpur,1998,1.0,20072959
491,1360.0,4.0,1.0,Kathmandu,2009,2.0,28289976
492,1360.0,1.0,2.0,Kathmandu,2015,0.0,19851044
493,1360.0,5.0,3.0,Bhaktapur,2018,1.0,30334905
494,1360.0,1.0,4.0,Bhaktapur,1990,2.0,22834836
495,1360.0,3.0,3.0,Kathmandu,2024,1.0,38046417
496,1360.0,1.0,2.0,Lalitpur,1995,2.0,28640452
497,1360.0,1.0,2.0,Lalitpur,1994,0.0,34640642
498,1360.0,1.0,3.0,Lalitpur,2022,0.0,37512406
499,1360.0,4.0,4.0,Lalitpur,2003,0.0,21962073
500,1360.0,1.0,4.0,Bhaktapur,2001,0.0,25851428
